posted	0.181012511 -0.021882428 0.126508996 -0.134080976 0.146239355 0.011417861 0.113196395 0.035512228 0.005425388 0.063868970
talking	0.081363559 -0.031070244 0.107469112 -0.084564924 0.212879509 0.027893759 0.023189142 0.017976409 -0.021336596 0.045788638
toronto	0.158098981 0.048678417 0.131916672 -0.125123769 0.176301762 -0.000641706 0.122490473 0.068296291 0.009429923 -0.008227390
department	0.047890052 0.031353615 0.071984001 -0.050999459 0.112640150 -0.003770832 0.048275393 0.016081961 0.025030522 -0.031481009
line	0.099733241 0.018127749 0.131134957 -0.171973184 0.197366983 -0.028369017 0.087254621 0.055688545 -0.041661628 0.053714927
possibly	0.105370604 -0.013946505 0.053473238 -0.087044522 0.121009365 0.040393654 0.012890352 0.007681403 0.032357816 0.065381877
simple	0.027243532 0.031294756 0.085367389 -0.105139218 0.070125677 -0.034124997 0.026209703 -0.019526372 -0.041854218 -0.013854871
close	0.149976313 -0.007534222 0.059303146 -0.134499446 0.182116181 0.039288476 0.099542156 0.070957445 0.046316698 -0.014687669
contact	0.086409405 -0.030775120 0.061332531 -0.112678811 0.235204414 -0.035533138 0.051169619 0.034173593 0.040360831 0.069975890
list	0.197700620 0.032945186 0.153427914 -0.126767859 0.329369873 -0.030606866 0.133853137 0.054299112 0.009354027 0.082824796
population	0.147099823 0.037831534 0.136945158 -0.166575655 0.228604183 0.033478547 0.065400027 0.051582079 -0.000335702 0.031666961
service	0.097980835 0.000362160 -0.011550130 -0.049649980 0.094058603 -0.036624193 0.025272580 0.008446224 0.015430654 0.041318253
low	0.122745045 -0.024947600 0.080959834 -0.188740641 0.213315129 -0.036588952 0.137839064 0.039512996 0.038997520 0.050822534
total	0.156864315 -0.042068638 0.097868308 -0.153011739 0.181291088 0.039559025 0.070719935 0.051861588 -0.037033696 0.038711756
asked	0.136941582 0.007268575 0.087928645 -0.137566060 0.135504067 0.040304698 0.080008127 -0.017004816 -0.020011468 0.051388435
texas	0.058553293 0.015354624 0.020109352 -0.041185591 0.138184518 0.023017749 0.070711873 0.014814379 -0.006514630 0.009397959
canada	0.018853979 0.006163550 -0.016650477 -0.037000049 0.094282486 0.033708792 0.047004078 0.052505232 0.016030215 0.055497747
interest	0.111110643 -0.014808842 0.051687624 -0.094931677 0.169558540 -0.038104452 0.028036727 0.001268119 -0.017633371 0.034531873
response	0.057848845 0.040572934 0.006827942 -0.081804849 0.123006679 0.004288030 0.035552006 0.032428518 0.030830067 -0.020036170
answer	0.170241326 0.043887738 0.043739688 -0.121574871 0.212979466 -0.028388066 0.044530746 0.038332362 0.049212646 0.039053787
parts	0.142082423 -0.010935190 0.076891765 -0.096013553 0.132737160 0.046960611 0.067386456 0.059131220 -0.041991927 -0.006642641
references	0.099299125 -0.034028243 0.050423224 -0.033385370 0.086459495 -0.036234472 0.062807806 0.043681622 -0.041713826 -0.004003553
jews	0.254756182 -0.015303531 0.123657510 -0.270723104 0.388130844 -0.026279461 0.162200332 0.103126235 0.033676159 0.039021805
make	0.268766314 0.006005419 0.195193768 -0.204987690 0.381874114 -0.037639104 0.123870105 0.029432012 0.026393943 0.035166480
clear	0.170728445 0.038720842 0.084938519 -0.145302907 0.268197060 -0.042851746 0.041382059 0.047236241 0.010542240 -0.013971298
support	0.144359216 -0.016538443 0.085008189 -0.154711574 0.188443601 0.045494039 0.110905476 0.024141585 0.035444509 0.044830691
steve	0.101695783 -0.019351115 0.049729452 -0.125142783 0.188701794 -0.014051354 0.028990149 0.063062750 -0.022049891 0.061611775
person	0.073857725 -0.007431530 0.024827676 -0.088841215 0.194594920 0.022099955 0.059854679 0.046540704 0.011951321 0.018776761
result	0.100024931 -0.047877118 0.107088476 -0.063586377 0.214624792 -0.005473010 0.057490729 -0.007982461 0.001534272 0.048759364
cost	0.193864763 -0.005360972 0.134224340 -0.190454438 0.217397988 0.021000914 0.110792421 0.040982500 0.041904818 0.057982706
jim	0.097631991 0.027601436 0.099057451 -0.114443205 0.088763930 -0.031961389 0.043936431 -0.010945439 0.038181804 -0.019727768
fine	0.117358990 0.009221625 0.056929655 -0.088462010 0.130160213 0.009423835 0.087041810 0.072581097 -0.030863892 0.048063725
job	0.110070437 0.036101375 0.042788047 -0.057301138 0.148525402 0.004039648 0.002993494 -0.000637229 0.010367949 -0.021398358
problem	0.220344171 0.016299689 0.160063162 -0.160652131 0.292882204 0.029185116 0.075897023 0.009712999 -0.015011525 -0.007172134
years	0.194302738 0.046079323 0.113573961 -0.239278883 0.360313118 0.013844159 0.097269110 0.037003059 0.004766204 0.043158934
corporation	0.048852298 0.010858072 0.022751870 -0.080025822 0.174325690 -0.045105066 0.008899689 0.013753745 -0.031368162 0.016268304
general	0.144676074 0.013690279 0.085402921 -0.171132311 0.208976179 -0.009781042 0.105704062 0.023485109 0.019854287 0.064226247
show	0.081232756 0.036809966 0.041064944 -0.038917452 0.124921761 -0.010718527 0.083796158 -0.023210248 0.031100908 -0.032429166
rest	0.190979376 -0.019716298 0.045598339 -0.128118828 0.179041132 -0.012073313 0.034947831 0.051728960 -0.026960390 -0.003957121
stop	0.160005942 -0.008526365 0.050951749 -0.116859630 0.175572619 0.044535413 0.081799798 -0.019193271 0.030719360 0.031157786
company	0.155745670 0.042509794 0.056315299 -0.139217824 0.226927534 -0.041949779 0.110764436 0.077709399 0.001048705 0.031570576
information	0.212905750 -0.040523253 0.126653731 -0.174200296 0.361228704 0.033967663 0.154993907 0.085702829 0.012893016 0.055339191
group	0.146094486 0.013256018 0.088631339 -0.127281740 0.324110866 -0.047173966 0.150247946 0.018139640 -0.025525732 0.076992802
buy	0.247852460 -0.049302086 0.130137593 -0.135165855 0.265047193 0.004304202 0.165115491 0.067165568 0.006563460 0.059668701
questions	0.055391274 -0.041067533 0.063821949 -0.030862072 0.068322219 -0.011913603 0.054563619 0.017606830 -0.001366228 -0.010853185
engineering	0.131924912 -0.032078221 0.101793930 -0.127174228 0.207291976 0.002066664 0.036997143 -0.018999714 0.009442520 -0.016024176
network	0.072621748 -0.016018964 0.083504036 -0.070467971 0.194822490 -0.028092850 0.021587923 0.029665971 0.017068271 0.004130821
folks	0.101039760 0.046081558 0.012956386 -0.082744412 0.156755731 0.032448731 0.062335011 0.031050511 -0.027444445 0.036755625
mac	0.067280881 0.023767846 0.083739854 -0.038261820 0.126315415 0.017430583 0.061906621 0.003328518 -0.015060807 0.028155129
back	0.292135864 -0.016560294 0.164533630 -0.195509210 0.313706607 0.007822712 0.170436189 0.023563841 0.000913171 0.023185596
machine	0.193438172 0.019502625 0.064224996 -0.105469920 0.233390972 -0.004321927 0.104631245 0.013356167 0.046038616 0.052151047
heard	0.196860969 0.000741298 0.114754073 -0.105134375 0.219820559 0.003864369 0.113059804 0.055326547 0.001768619 0.023492804
wondering	0.042002734 0.024544589 0.034787629 -0.079930842 0.176196992 -0.049780954 0.096436314 -0.027351543 0.035861056 -0.012843332
price	0.158877403 0.011734491 0.108034506 -0.173377842 0.206189558 0.039147548 0.131924301 0.009568877 0.025518766 0.011320955
display	0.069527306 0.036675435 0.001512602 -0.027912736 0.066321559 -0.007645207 0.053532138 0.002379538 -0.049888328 -0.019687222
disk	0.066732369 -0.031655077 0.032095786 -0.025385937 0.126608983 -0.047679603 0.011934279 0.060677554 -0.040492363 -0.024630861
taking	0.143889815 0.034987327 0.086309642 -0.092354909 0.181789786 0.025649434 0.061982453 -0.008688631 -0.025931165 -0.008559535
money	0.119094625 -0.026703874 0.119537845 -0.190340608 0.202911556 0.033203088 0.099165201 0.081462197 0.033437926 0.065372117
advance	-0.010128222 0.019264450 0.004391305 -0.038666952 0.104350239 -0.000823592 0.068761259 0.044812128 -0.026514843 -0.022784475
summary	0.142679080 -0.007771509 0.122798331 -0.159197628 0.176370665 -0.025770113 0.053941924 0.033792771 0.021556631 0.055011634
start	0.017713783 -0.007484404 -0.015887577 -0.094936229 0.067411587 -0.010860357 0.041442692 -0.034892511 -0.013282997 0.010853796
set	0.161852047 0.008686939 0.069053158 -0.109624654 0.200989217 -0.041386262 0.081179291 -0.000736038 0.049734347 0.046820976
systems	0.118965060 -0.039760251 0.082604758 -0.103694923 0.234531045 0.004464445 0.106404535 0.030490471 -0.001867753 0.013611594
uk	0.165203914 0.025936527 0.064715408 -0.127611175 0.211258024 0.019269418 0.105648957 0.050363153 -0.049074482 -0.026156634
ago	0.116891272 0.014195614 0.041273411 -0.038355514 0.111844160 0.043387964 0.043584473 0.026985917 0.031081714 -0.011241200
similar	0.186445564 0.019728446 0.051120449 -0.112020917 0.213295028 -0.047064479 0.097836062 0.027190283 0.046276733 0.069291182
worse	0.101398177 -0.016435031 0.012209114 -0.019718211 0.108402297 0.045478575 0.056259133 -0.016895924 -0.033257701 0.021792268
stuff	0.105361387 0.020456117 0.047125239 -0.115733743 0.136268571 0.003629673 0.088990629 -0.021781757 0.016187554 0.011795872
situation	0.153257310 0.026850019 0.087606445 -0.153340369 0.294708103 -0.016648695 0.084452234 0.081029795 0.027306067 -0.013353866
turn	0.165491357 0.044788893 0.110919654 -0.185962632 0.183558106 0.040612351 0.115444437 0.068255112 -0.016250953 0.015293017
calls	0.051201601 -0.002549654 -0.017205605 0.011135846 0.091109917 -0.008042432 -0.023426484 0.025161423 -0.041179691 -0.007813387
sale	0.070897482 -0.022717390 0.037855383 -0.052167814 0.140938789 0.016787056 0.050549764 0.072583467 0.049852815 0.072694309
keywords	0.112392500 -0.035594538 0.075815283 -0.083797380 0.140178680 -0.030109551 0.048576452 0.035048243 0.030497372 -0.003803172
research	0.135549679 -0.008624793 0.064633928 -0.072943300 0.217031017 -0.027085619 0.035263818 0.048046924 0.048495296 0.027389403
nasa	0.227634594 -0.028472858 0.092855766 -0.147852078 0.262952805 -0.029743697 0.128094301 0.071249142 -0.025328135 -0.013497123
deleted	0.155447826 0.043972056 0.129345566 -0.091662951 0.229139194 0.032218732 0.065693341 -0.016098892 0.029155083 -0.012088262
design	0.080133311 0.000953342 0.019623069 -0.090475582 0.191605240 -0.030828215 0.038288560 0.001105638 -0.041227859 0.030734112
hear	0.170848429 0.034133080 0.071434297 -0.132865638 0.200971842 0.012096542 0.097309388 0.022091882 -0.050791234 0.070996121
considered	0.107048035 0.000749170 0.043040581 -0.104366615 0.116249889 -0.017818825 0.025984017 0.061739124 -0.030899437 -0.012862907
power	0.251247913 0.033681016 0.136537343 -0.266639888 0.428692013 -0.013719388 0.136963934 0.057545386 -0.051221289 0.030352969
source	0.203104734 -0.036290813 0.122809134 -0.164473772 0.245149970 0.026451869 0.126189783 0.072335050 -0.028486565 0.076228067
common	0.071506843 -0.022169737 0.029974813 -0.129144803 0.184919745 0.024792330 0.094661385 0.066967301 0.028654628 0.048517752
international	0.062121760 -0.025579834 0.066476032 -0.054959048 0.118637487 -0.007151143 0.112999104 0.008904563 -0.033073224 -0.023708120
add	0.173279062 0.010692201 0.126946926 -0.180898577 0.273447394 0.027561523 0.109910697 0.052355800 -0.020815097 0.081938304
mike	0.061165933 -0.002243785 0.001391784 -0.057643190 0.086729094 0.033681519 -0.018271048 0.039243117 -0.005172832 0.055070780
love	0.137709677 -0.008419768 0.027303116 -0.127515316 0.182520390 -0.012422414 0.035937872 0.021997815 0.015240116 0.010399193
board	0.098866187 0.049734276 0.090123035 -0.088418879 0.209610030 -0.008890204 0.016413951 0.052148368 -0.014161754 0.072708048
ram	0.077170573 -0.027087349 0.058447041 -0.076911144 0.165932849 0.028828835 0.078325503 0.059079155 -0.008458485 0.050802078
ibm	0.085278742 0.012062633 0.022682015 -0.113541231 0.127425864 -0.025942868 0.057826933 0.025751889 0.015202670 -0.030231759
higher	0.161605909 -0.046052221 0.097386375 -0.178944305 0.235925406 0.010891243 0.078444093 0.042230379 -0.022535989 0.061118484
related	0.026817752 -0.028212238 0.031820975 -0.055983994 0.054490335 -0.009088819 0.075362802 0.058575593 -0.002831813 0.026164515
children	0.200760126 0.040151708 0.162218526 -0.203531861 0.236049742 0.042860143 0.069867112 0.059498534 -0.046775196 0.043781437
rate	0.171138525 0.020171711 0.116046563 -0.182357222 0.211770058 -0.032190643 0.137582541 0.067399047 0.003278439 0.070043847
effect	0.188819677 0.018279865 0.125199288 -0.092401460 0.200311080 -0.039648507 0.073485628 0.006088205 0.023762958 0.066548429
rights	0.098853841 0.039249461 0.072416738 -0.008268355 0.055921268 0.035594847 0.016131824 -0.033693198 0.010005457 -0.002608104
results	0.136609361 -0.014538381 0.028132314 -0.057728935 0.192808360 -0.051789951 0.100429341 0.048765603 -0.026137108 -0.024570186
months	0.138173088 0.045360923 0.038513251 -0.088367954 0.121270865 0.034234088 0.084542230 -0.010187224 0.033876400 0.048690785
order	0.150502145 0.044511676 0.098428063 -0.105567247 0.232699946 0.008410246 0.122654893 0.029012635 0.006418769 0.039499063
sci	0.102787971 0.022369903 0.110093266 -0.121596821 0.217210993 -0.016932001 0.056226477 0.077606924 -0.017688137 -0.000549337
date	0.085731044 -0.033879928 0.066045418 -0.127519384 0.150995478 -0.004669200 0.118891954 0.001466271 -0.039589267 -0.001451200
east	0.164117917 0.010112205 0.089857824 -0.074987076 0.181185007 0.026537681 0.051879719 0.015527388 0.049521681 0.001866344
speed	0.176473483 -0.022020159 0.119069487 -0.131632656 0.197586313 0.031192338 0.105471604 0.071851380 0.011493503 0.012353160
side	0.088863932 -0.026417740 0.036082670 -0.147821143 0.183671847 0.012084675 0.094387136 0.044836819 -0.031412143 0.009699950
guy	0.154571593 -0.003880020 0.022820299 -0.088924788 0.175411925 -0.018607982 0.055270869 0.068271205 -0.032184336 -0.009979554
receive	0.109392546 0.032672372 0.024702737 -0.126172304 0.146249205 -0.033026230 0.071462221 0.056883741 0.033164870 0.062592015
live	0.164598584 0.012726319 0.066721871 -0.156859145 0.269937694 0.007365760 0.119045757 0.046000909 -0.000697135 0.035539974
laboratory	0.106550634 0.014692138 0.025261804 -0.010955985 0.055835184 0.011192879 0.062552385 0.013178030 0.005081158 0.021446120
lost	0.032490436 -0.003962875 -0.008548540 0.002250338 0.050068751 0.044448659 -0.020066831 -0.029561000 0.024086364 0.013648181
au	0.112750165 -0.017337309 0.124824010 -0.094393969 0.194222853 -0.022528587 0.081057481 0.037007786 0.021124886 0.006095391
net	0.105798200 0.001270367 0.033452757 -0.148220628 0.190167546 -0.047183469 0.101718150 -0.016151052 0.003140625 -0.008368323
due	0.057225011 -0.048156653 0.044026181 -0.134365648 0.112743393 0.033155959 0.047897570 0.028689971 -0.014284198 -0.005535814
free	0.119247064 0.040600199 0.117307447 -0.168758795 0.260615289 -0.022081740 0.108395569 0.015974881 0.015314654 0.019477677
bike	0.166963324 -0.045717850 0.122343093 -0.150320962 0.138295978 0.021922315 0.098687790 -0.021038756 0.009027405 0.016419696
dod	0.082708962 -0.012170103 0.039528307 -0.031561568 0.069260538 0.047379378 -0.008916981 0.003439903 0.016330630 0.049619466
card	0.123042449 0.043125011 0.110622451 -0.145220757 0.282680780 0.032943338 0.102773070 0.034342155 -0.012478453 0.034814265
hope	0.119659841 -0.011200323 0.123316042 -0.122641370 0.148902938 0.015525628 0.129517525 0.019891690 0.023028644 0.053757325
pay	0.082028732 0.007013022 0.055369806 -0.146717444 0.166571215 -0.007270331 0.024854604 0.058923066 0.012506281 0.000822891
front	0.118571728 -0.009204291 0.097597741 -0.141169056 0.229454219 0.042618997 0.115231685 0.000069116 0.039151214 -0.018397896
faster	0.086111136 0.030347835 -0.015286875 -0.076202467 0.090641573 0.007335565 0.057275712 0.044243298 -0.040869683 0.044300605
makes	0.093635768 0.014380710 0.050169945 -0.107172318 0.188912898 -0.002402161 0.012957430 0.001288050 -0.000309793 0.006079716
school	0.108462468 0.049245294 0.021476757 -0.034414377 0.134633809 -0.037856881 0.055539258 -0.014400840 0.032451823 -0.022644594
hardware	0.064320780 -0.028499546 0.093336828 -0.103135400 0.177551433 -0.047619648 0.032867450 0.047919910 -0.023115717 0.053977434
code	0.046955686 -0.014242597 0.024045005 -0.028423226 0.113460608 -0.030414248 0.037010923 0.053379513 -0.041586861 0.054192066
problems	0.103899449 -0.011238620 0.072193563 -0.028313253 0.088622130 -0.047951173 0.037921689 0.052473299 0.007634889 0.045598891
hp	0.126956925 0.045548372 0.085505933 -0.169225678 0.186440557 -0.031146124 0.115441397 -0.001648510 -0.038369246 -0.020494811
figure	0.111575358 0.025863707 0.064533286 -0.098681949 0.136219859 0.043969724 0.011980874 0.035473011 -0.002547439 0.015555930
gas	0.026179058 0.045758568 0.075865336 -0.112207294 0.083804667 -0.032960918 0.076324560 0.030206487 0.036680046 0.001507602
left	0.139257565 0.024827091 0.127313614 -0.176730081 0.262994766 -0.000896663 0.130849659 0.031118231 -0.011510123 0.032764979
religious	0.091331780 0.006678141 0.023309169 -0.004279626 0.107426748 -0.036971316 0.027815837 -0.016300272 -0.036704667 0.023634363
technical	0.070955433 0.021064090 0.005274969 -0.079668164 0.144386798 -0.049908549 0.082357951 0.059948247 -0.005012569 0.017204417
final	0.038677357 0.030125381 0.049673665 -0.047215518 0.124707960 0.033105433 0.053360846 0.017271275 -0.034548689 0.033269566
mentioned	-0.001683767 0.042360649 0.052494977 -0.006329718 0.067297101 0.030649640 0.045170940 0.015065733 -0.024914382 -0.006291876
type	-0.017005401 -0.024754869 0.013453526 0.006570381 0.019827964 -0.015702419 -0.030489076 -0.031726260 -0.036716107 -0.014656289
ms	0.085905902 0.001853392 0.015231186 -0.111300744 0.113999248 0.030367335 0.074803896 0.007751035 -0.039501607 0.039495707
minutes	0.060998160 0.042119190 0.010903159 -0.062478177 0.002362320 0.016727637 0.036403421 0.031313799 0.017872371 -0.038352940
